RECIPENAME,RECIPE NAME,NEW RECIPE NAME,INGREDIENT CODE,IME CODe,INGREDIENT,NEW INGREDIENT NAME,GRAMS,CATEGORY,KG / TMX,COMMENTS,Cost per Kg,costcost,OIK104 MENU,Ingredient (from Ingredient Name),Kg per Recipe,Cost per Recipe,costcosrecipe,OIK104 MENU copy,CATEGORY_,RESTAURANT (from OIK104 MENU),OIK512 MENU INGREDIENTS_,RESTAURANT (from OIK512 MENU_) (from OIK512 MENU INGREDIENTS_)
ΜΙΚΡΗ ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΜΙΚΡΗ ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΠΙΤΑ ΤΕΤΡΑΓΩΝΗ,,2,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,14","0,14",,ΠΙΤΑ ΤΕΤΡΑΓΩΝΗ,"0,00","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΙΚΡΗ ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΜΙΚΡΗ ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΤΖΑΤΖΙΚΙ,,1,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,,,ΤΖΑΤΖΙΚΙ,"0,00","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΙΚΡΗ ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΜΙΚΡΗ ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΧΟΙΡΙΝΗ ΠΑΝΣΕΤΑ,,150,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"6,55","6,55",,ΧΟΙΡΙΝΗ ΠΑΝΣΕΤΑ,"0,15","0,98","0,98",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΟΣΧΑΡΙΣΙΑ ΣΠΑΛΟΜΠΡΙΖΟΛΑ,ΜΟΣΧΑΡΙΣΙΑ ΣΠΑΛΟΜΠΡΙΖΟΛΑ,,,,ΜΑΡΟΥΛΙΑ,,100,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,45","0,45",,ΜΑΡΟΥΛΙΑ,"0,10","0,05","0,05",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΟΣΧΑΡΙΣΙΑ ΣΠΑΛΟΜΠΡΙΖΟΛΑ,ΜΟΣΧΑΡΙΣΙΑ ΣΠΑΛΟΜΠΡΙΖΟΛΑ,,,,ΜΟΣΧΑΡΙΣΙΑ ΜΠΡΙΖΟΛΑ T-BONE,,750,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"15,89","15,89",,ΜΟΣΧΑΡΙΣΙΑ ΜΠΡΙΖΟΛΑ T-BONE,"0,75","11,92","11,92",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΟΣΧΑΡΙΣΙΑ ΣΠΑΛΟΜΠΡΙΖΟΛΑ,ΜΟΣΧΑΡΙΣΙΑ ΣΠΑΛΟΜΠΡΙΖΟΛΑ,,,,ΠΑΤΑΤΕΣ,,200,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,55","0,55",,ΠΑΤΑΤΕΣ,"0,20","0,11","0,11",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΕΡΓΚΕΡ YACHT CLUB,ΜΠΕΡΓΚΕΡ YACHT CLUB,,,,ΕΝΤΑΜ ΦΕΤΕΣ,,30,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"6,53","6,53",,ΕΝΤΑΜ ΦΕΤΕΣ,"0,03","0,20","0,20",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΕΡΓΚΕΡ YACHT CLUB,ΜΠΕΡΓΚΕΡ YACHT CLUB,,,,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,,20,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,60","0,60",,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,"0,02","0,01","0,01",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΕΡΓΚΕΡ YACHT CLUB,ΜΠΕΡΓΚΕΡ YACHT CLUB,,,,ΜΑΡΟΥΛΙΑ,,10,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,45","0,45",,ΜΑΡΟΥΛΙΑ,"0,01","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΕΡΓΚΕΡ YACHT CLUB,ΜΠΕΡΓΚΕΡ YACHT CLUB,,,,ΜΠΕΙΚΟΝ ΚΑΠΝΙΣΤΟ,,30,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"5,31","5,31",,ΜΠΕΙΚΟΝ ΚΑΠΝΙΣΤΟ,"0,03","0,16","0,16",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΕΡΓΚΕΡ YACHT CLUB,ΜΠΕΡΓΚΕΡ YACHT CLUB,,,,ΜΠΙΦΤΕΚΙ ΜΟΣΧΑΡΙΣΙΟ,,180,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,,,ΜΠΙΦΤΕΚΙ ΜΟΣΧΑΡΙΣΙΟ,"0,18","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΕΡΓΚΕΡ YACHT CLUB,ΜΠΕΡΓΚΕΡ YACHT CLUB,,,,ΠΑΤΑΤΕΣ ΤΗΓΑΝΗΤΕΣ 1 ΚΙΛΟ,,100,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,"2,75",,ΠΑΤΑΤΕΣ ΤΗΓΑΝΗΤΕΣ 1 ΚΙΛΟ,"0,10","0,00","0,27",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΕΡΓΚΕΡ YACHT CLUB,ΜΠΕΡΓΚΕΡ YACHT CLUB,,,,ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ,,20,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,"0,80",,ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ,"0,02","0,00","0,02",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΕΡΓΚΕΡ YACHT CLUB,ΜΠΕΡΓΚΕΡ YACHT CLUB,,,,ΤΟΜΑΤΕΣ,,40,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"1,30","1,30",,ΤΟΜΑΤΕΣ,"0,04","0,05","0,05",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΕΡΓΚΕΡ YACHT CLUB,ΜΠΕΡΓΚΕΡ YACHT CLUB,,,,ΨΩΜΙ ΜΠΕΡΓΚΕΡ,,1,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1,,"0,33","0,33",,ΨΩΜΙ ΜΠΕΡΓΚΕΡ,"1,00","0,33","0,33",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΙΦΤΕΚΙ ΜΟΣΧΑΡΙΣΙΟ,ΜΠΙΦΤΕΚΙ ΜΟΣΧΑΡΙΣΙΟ,,,,ΜΠΙΦΤΕΚΙ ΜΟΣΧΑΡΙΣΙΟ 11 ΤΕΜΑΧΙΑ,,200,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,"1,19",,ΜΠΙΦΤΕΚΙ ΜΟΣΧΑΡΙΣΙΟ 11 ΤΕΜΑΧΙΑ,"0,20","0,00","0,24",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΙΦΤΕΚΙ ΜΟΣΧΑΡΙΣΙΟ,ΜΠΙΦΤΕΚΙ ΜΟΣΧΑΡΙΣΙΟ,,,,ΠΑΤΑΤΕΣ,,100,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,55","0,55",,ΠΑΤΑΤΕΣ,"0,10","0,06","0,06",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΡΙΖΟΛΑ ΜΟΣΧΑΡΙΣΙΑ,ΜΠΡΙΖΟΛΑ ΜΟΣΧΑΡΙΣΙΑ,,,,ΜΟΣΧΑΡΙΣΙΑ ΜΠΡΙΖΟΛΑ ΕΛΛΗΝΙΚΗ,,650,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"15,04","15,04",,ΜΟΣΧΑΡΙΣΙΑ ΜΠΡΙΖΟΛΑ ΕΛΛΗΝΙΚΗ,"0,65","9,78","9,78",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΡΙΖΟΛΑ ΜΟΣΧΑΡΙΣΙΑ,ΜΠΡΙΖΟΛΑ ΜΟΣΧΑΡΙΣΙΑ,,,,ΠΑΤΑΤΕΣ ΨΗΤΕΣ,,100,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,,,ΠΑΤΑΤΕΣ ΨΗΤΕΣ,"0,10","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΡΙΖΟΛΑ ΜΟΣΧΑΡΙΣΙΑ,ΜΠΡΙΖΟΛΑ ΜΟΣΧΑΡΙΣΙΑ,,,,ΨΗΤΑ ΛΑΧΑΝΙΚΑ,,1,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,,,ΨΗΤΑ ΛΑΧΑΝΙΚΑ,"0,00","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ,ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ,,,,ΠΑΤΑΤΕΣ ΨΗΤΕΣ,,100,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,,,ΠΑΤΑΤΕΣ ΨΗΤΕΣ,"0,10","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ,OIK512
ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ,ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ,,,,ΨΗΤΑ ΛΑΧΑΝΙΚΑ,,1,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,,,ΨΗΤΑ ΛΑΧΑΝΙΚΑ,"0,00","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ,OIK512
ΜΠΡΙΖΟΛΟΠΑΝΣΕΤΑ ΧΟΙΡΙΝΗ,ΜΠΡΙΖΟΛΟΠΑΝΣΕΤΑ ΧΟΙΡΙΝΗ,,,,ΜΑΡΟΥΛΙΑ,,100,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,45","0,45",,ΜΑΡΟΥΛΙΑ,"0,10","0,05","0,05",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΡΙΖΟΛΟΠΑΝΣΕΤΑ ΧΟΙΡΙΝΗ,ΜΠΡΙΖΟΛΟΠΑΝΣΕΤΑ ΧΟΙΡΙΝΗ,,,,ΠΑΤΑΤΕΣ,,200,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,55","0,55",,ΠΑΤΑΤΕΣ,"0,20","0,11","0,11",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΜΠΡΙΖΟΛΟΠΑΝΣΕΤΑ ΧΟΙΡΙΝΗ,ΜΠΡΙΖΟΛΟΠΑΝΣΕΤΑ ΧΟΙΡΙΝΗ,,,,ΧΟΙΡΙΝΗ ΛΑΙΜΟΥ,,500,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"6,40","6,40",,ΧΟΙΡΙΝΗ ΛΑΙΜΟΥ,"0,50","3,20","3,20",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ,,220,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"5,20","5,20",,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ,"0,22","1,14","1,14",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΛΟΥΚΑΝΙΚΑ ΧΩΡΙΑΤΙΚΑ,,200,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"4,23","4,23",,ΛΟΥΚΑΝΙΚΑ ΧΩΡΙΑΤΙΚΑ,"0,20","0,85","0,85",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΜΑΡΟΥΛΙΑ,,300,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,45","0,45",,ΜΑΡΟΥΛΙΑ,"0,30","0,14","0,14",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΜΠΙΦΤΕΚΙ ΜΟΣΧΑΡΙΣΙΟ 11 ΤΕΜΑΧΙΑ,,2,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,"1,19",,ΜΠΙΦΤΕΚΙ ΜΟΣΧΑΡΙΣΙΟ 11 ΤΕΜΑΧΙΑ,"0,00","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΠΑΤΑΤΕΣ,,1,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,55","0,55",,ΠΑΤΑΤΕΣ,"0,00","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΠΙΤΑ ΤΕΤΡΑΓΩΝΗ,,2,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,14","0,14",,ΠΙΤΑ ΤΕΤΡΑΓΩΝΗ,"0,00","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΤΖΑΤΖΙΚΙ,,1,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,,,,ΤΖΑΤΖΙΚΙ,"0,00","0,00","0,00",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,ΠΟΙΚΙΛΙΑ ΚΡΕΑΤΙΚΩΝ,,,,ΧΟΙΡΙΝΗ ΠΑΝΣΕΤΑ,,300,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"6,55","6,55",,ΧΟΙΡΙΝΗ ΠΑΝΣΕΤΑ,"0,30","1,97","1,97",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΦΙΛΕΤΟ ΚΟΤΟΠΟΥΛΟ,ΦΙΛΕΤΟ ΚΟΤΟΠΟΥΛΟ,,,,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ,,250,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"5,20","5,20",,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ,"0,25","1,30","1,30",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΦΙΛΕΤΟ ΚΟΤΟΠΟΥΛΟ,ΦΙΛΕΤΟ ΚΟΤΟΠΟΥΛΟ,,,,ΜΑΡΟΥΛΙΑ,,200,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,45","0,45",,ΜΑΡΟΥΛΙΑ,"0,20","0,09","0,09",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ,ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ,,,,ΜΑΡΟΥΛΙΑ,,150,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,45","0,45",,ΜΑΡΟΥΛΙΑ,"0,15","0,07","0,07",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ,ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ,,,,ΠΑΤΑΤΕΣ,,150,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"0,55","0,55",,ΠΑΤΑΤΕΣ,"0,15","0,08","0,08",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ,ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ,,,,ΧΟΙΡΙΝΗ ΣΠΑΛΑ,,240,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,1000,,"5,85","5,85",,ΧΟΙΡΙΝΗ ΣΠΑΛΑ,"0,24","1,40","1,40",,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,,,
"ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ, ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ ΛΑΙΜΟΥ","ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ,ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ ΛΑΙΜΟΥ",,,,ΧΟΙΡΙΝΗ  ΜΠΡΙΖΟΛΑ TOMAHAWK,,750,"ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,ΚΥΡΙΩΣ",1000,,"6,64","6,64",,ΧΟΙΡΙΝΗ  ΜΠΡΙΖΟΛΑ TOMAHAWK,"0,75","4,98","4,98",,"ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ, ΚΥΡΙΩΣ",,ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ,OIK512
ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ ΛΑΙΜΟΥ,ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ ΛΑΙΜΟΥ,,,,ΠΑΤΑΤΕΣ ΤΗΓΑΝΗΤΕΣ 1 ΚΙΛΟ,,100,ΚΥΡΙΩΣ,1000,,,"2,75",,ΠΑΤΑΤΕΣ ΤΗΓΑΝΗΤΕΣ 1 ΚΙΛΟ,"0,10","0,00","0,27",,ΚΥΡΙΩΣ,,,
ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ ΛΑΙΜΟΥ,ΜΠΡΙΖΟΛΑ ΧΟΙΡΙΝΗ ΛΑΙΜΟΥ,,,,ΧΟΙΡΙΝΗ ΛΑΙΜΟΥ,,350,ΚΥΡΙΩΣ,1000,,"6,40","6,40",,ΧΟΙΡΙΝΗ ΛΑΙΜΟΥ,"0,35","2,24","2,24",,ΚΥΡΙΩΣ,,,
ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,,,,ΕΛΑΙΟΛΑΔΟ,,50,ΚΥΡΙΩΣ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,05","0,29","0,29",,ΚΥΡΙΩΣ,,,
ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,,,,ΚΑΠΝΙΣΤΟ ΧΕΛΙ,,50,ΚΥΡΙΩΣ,1000,,"49,90","49,90",,ΚΑΠΝΙΣΤΟ ΧΕΛΙ,"0,05","2,50","2,50",,ΚΥΡΙΩΣ,,,
ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,,,,ΚΡΕΜΜΥΔΙ,,60,ΚΥΡΙΩΣ,1000,,,,,ΚΡΕΜΜΥΔΙ,"0,06","0,00","0,00",,ΚΥΡΙΩΣ,,,
ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,,,,ΛΙΠΟΣ ΧΕΛΙΟΥ ,,17,ΚΥΡΙΩΣ,1000,,"54,00","54,00",,ΛΙΠΟΣ ΧΕΛΙΟΥ ,"0,02","0,92","0,92",,ΚΥΡΙΩΣ,,,
ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,,,,ΣΕΛΙΝΟ,,10,ΚΥΡΙΩΣ,1000,,"1,20","1,20",,ΣΕΛΙΝΟ,"0,01","0,01","0,01",,ΚΥΡΙΩΣ,,,
ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,,,,ΣΚΟΡΔΑ,,0,ΚΥΡΙΩΣ,1000,,"5,50","5,50",,ΣΚΟΡΔΑ,"0,00","0,00","0,00",,ΚΥΡΙΩΣ,,,
ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,,,,ΤΟΜΑΤΕΣ,,100,ΚΥΡΙΩΣ,1000,,"1,30","1,30",,ΤΟΜΑΤΕΣ,"0,10","0,13","0,13",,ΚΥΡΙΩΣ,,,
ΓΑΡΙΔΕΣ ΜΕΘΥΣΜΕΝΕΣ (ΣΑΓΑΝΑΚΙ) 3ΜΕΡΙΔΕΣ,ΓΑΡΙΔΕΣ ΜΕΘΥΣΜΕΝΕΣ (ΣΑΓΑΝΑΚΙ) 3ΜΕΡΙΔΕΣ,,,,ΓΑΡΙΔΕΣ,,200,ΟΡΕΚΤΙΚΑ,1000,,"8,93","8,93",,ΓΑΡΙΔΕΣ,"0,20","1,79","1,79",,ΟΡΕΚΤΙΚΑ,,,
ΓΑΡΙΔΕΣ ΜΕΘΥΣΜΕΝΕΣ (ΣΑΓΑΝΑΚΙ) 3ΜΕΡΙΔΕΣ,ΓΑΡΙΔΕΣ ΜΕΘΥΣΜΕΝΕΣ (ΣΑΓΑΝΑΚΙ) 3ΜΕΡΙΔΕΣ,,,,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ,,200,ΟΡΕΚΤΙΚΑ,1000,,,,,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ,"0,20","0,00","0,00",,ΟΡΕΚΤΙΚΑ,,,
ΓΑΡΙΔΕΣ ΜΕΘΥΣΜΕΝΕΣ (ΣΑΓΑΝΑΚΙ) 3ΜΕΡΙΔΕΣ,ΓΑΡΙΔΕΣ ΜΕΘΥΣΜΕΝΕΣ (ΣΑΓΑΝΑΚΙ) 3ΜΕΡΙΔΕΣ,,,,ΦΕΤΑ ΛΕΥΚΟ ΤΥΡΙ,,100,ΟΡΕΚΤΙΚΑ,1000,,"5,90","5,90",,ΦΕΤΑ ΛΕΥΚΟ ΤΥΡΙ,"0,10","0,59","0,59",,ΟΡΕΚΤΙΚΑ,,,
ΓΑΥΡΟΣ ΜΑΡΙΝΑΤΟΣ ΜΕΡΙΔΑ,ΓΑΥΡΟΣ ΜΑΡΙΝΑΤΟΣ ΜΕΡΙΔΑ,,,,ΓΑΥΡΟΣ,,70,ΟΡΕΚΤΙΚΑ,1000,,"6,61","6,61",,ΓΑΥΡΟΣ,"0,07","0,46","0,46",,ΟΡΕΚΤΙΚΑ,,,
ΓΑΥΡΟΣ ΜΑΡΙΝΑΤΟΣ ΜΕΡΙΔΑ,ΓΑΥΡΟΣ ΜΑΡΙΝΑΤΟΣ ΜΕΡΙΔΑ,,,,ΨΩΜΙ ΧΩΡΙΑΤΙΚΟ,,60,ΟΡΕΚΤΙΚΑ,1000,,"1,90","1,90",,ΨΩΜΙ ΧΩΡΙΑΤΙΚΟ,"0,06","0,11","0,11",,ΟΡΕΚΤΙΚΑ,,,
ΓΑΥΡΟΣ ΜΑΡΙΝΑΤΟΣ ΣΠΙΤΙΚΟΣ,ΓΑΥΡΟΣ ΜΑΡΙΝΑΤΟΣ ΣΠΙΤΙΚΟΣ,,,,ΓΑΥΡΟΣ,,70,ΟΡΕΚΤΙΚΑ,1000,,"6,61","6,61",,ΓΑΥΡΟΣ,"0,07","0,46","0,46",,ΟΡΕΚΤΙΚΑ,,ΓΑΥΡΟΣ ΜΑΡΙΝΑΤΟΣ ΣΠΙΤΙΚΟΣ,OIK512
